filename,weighted,book_id,title,aid,vid
452_19357,0.7024114703649246,452,菖蒲的少女革命！,452,19357
2751_159480,0.7010469615709409,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）,2751,159480
2756_118972,0.7001405716562875,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,118972
929_26654,0.6989774012560339,929,心生研究社,929,26654
2997_125301,0.698711433468304,2997,人类的时代结束了，但肚子还是会饿吗？,2997,125301
3784_157680,0.6981024583333545,3784,我发现了小小的百合,3784,157680
667_19434,0.6965934956763671,667,野花——在那花不开的世界,667,19434
2920_117810,0.69623254990932,2920,最后的蓝(End Blue),2920,117810
3653_153450,0.6950530613953411,3653,区区平民竟敢这么嚣张！,3653,153450
1683_160185,0.6909725680800096,1683,安达与岛村,1683,160185
1683_159554,0.6899484797482995,1683,安达与岛村,1683,159554
3665_153545,0.6898673695357901,3665,你以为我的百合人设只是商业卖点？,3665,153545
2751_148354,0.6895924511936687,2751,我们不可能成为恋人！绝对不行。(※似乎可行？)（我怎么可能成为你的恋人，不行不行！）,2751,148354
3097_128114,0.6891309812285963,3097,无法忘怀的魔女故事(无法忘却的魔女物语),3097,128114
2896_116723,0.6886089722318,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,116723
2291_106328,0.6882127881973047,2291,少女妄想中,2291,106328
1683_72353,0.6881020779087204,1683,安达与岛村,1683,72353
1683_72363,0.688026400261013,1683,安达与岛村,1683,72363
452_26034,0.6873650967885194,452,菖蒲的少女革命！,452,26034
3854_160445,0.6863013007441111,3854,鹿乃江同学的左手,3854,160445
1698_57756,0.6855481053334688,1698,幽灵列车与金平糖,1698,57756
3560_148430,0.6841171030977421,3560,回忆重叠的乐园战场。接着两人，拿起了武器(少女执利兵于手，相战于交织希望的乐园战场),3560,148430
2482_97409,0.6833872141228229,2482,终将成为你 关于佐伯沙弥香(终将成为你 佐伯沙弥香的追忆),2482,97409
2131_82072,0.6807869038048737,2131,为了拯救世界的那一天─Qualidea Code─(为了终有一天能拯救世界),2131,82072
1115_33942,0.6799855498775691,1115,魔法少女小圆,1115,33942
3505_145386,0.679076460694098,3505,焦点深度,3505,145386
2635_137533,0.6775885266104413,2635,我的推是坏人大小姐(我推是反派大小姐),2635,137533
3056_125389,0.6757732891421042,3056,截稿日之前，百合的进度特别快,3056,125389
124_19644,0.6752364735717091,124,惊爆草莓,124,19644
2756_165934,0.6735878844780707,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,165934
655_19379,0.6732235433150532,655,simoun 祈舞,655,19379
655_19381,0.6728534515933817,655,simoun 祈舞,655,19381
2756_127015,0.6702602366470839,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,127015
1683_148767,0.6701862728053702,1683,安达与岛村,1683,148767
2468_129551,0.6701497801698193,2468,里世界远足(里世界郊游),2468,129551
3625_161235,0.6695836194568376,3625,捡到小猫，我也仅是小猫,3625,161235
2773_109485,0.6693960251224983,2773,野花通信(野野小花通信),2773,109485
2896_149574,0.6675300449589131,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,149574
2896_154846,0.6661803426628792,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,154846
3232_133919,0.6661509830391538,3232,魔女的宠爱,3232,133919
677_19543,0.6661405109812261,677,神明大人会把笑心○○○？,677,19543
1683_57157,0.6653964712403101,1683,安达与岛村,1683,57157
1683_117332,0.6653353398191879,1683,安达与岛村,1683,117332
3542_147412,0.6653162652831532,3542,CARNEADES,3542,147412
2635_101053,0.6643173560847764,2635,我的推是坏人大小姐(我推是反派大小姐),2635,101053
2468_115960,0.6642353232429331,2468,里世界远足(里世界郊游),2468,115960
3961_164203,0.663794577974162,3961,异界扫灭的战斗女仆,3961,164203
2756_159532,0.6637537179710968,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,159532
2635_145272,0.662986288175475,2635,我的推是坏人大小姐(我推是反派大小姐),2635,145272
677_43406,0.6612439335964178,677,神明大人会把笑心○○○？,677,43406
3653_152923,0.6608885260377253,3653,区区平民竟敢这么嚣张！,3653,152923
1683_99285,0.6607477631063007,1683,安达与岛村,1683,99285
2896_116915,0.6606247816948894,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,116915
2651_134566,0.6605508371277499,2651,处刑少女的生存之道,2651,134566
2464_92235,0.6599980743755773,2464,无法成为神明的少女,2464,92235
298_17775,0.6596867669141596,298,卡莲坂高中可爱广播社,298,17775
2468_122234,0.6593725230448122,2468,里世界远足(里世界郊游),2468,122234
2635_104245,0.6584322020253386,2635,我的推是坏人大小姐(我推是反派大小姐),2635,104245
2756_108273,0.6582741501524503,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,108273
3653_157261,0.6578365691478204,3653,区区平民竟敢这么嚣张！,3653,157261
1683_72409,0.6565289407819472,1683,安达与岛村,1683,72409
499_18026,0.6563655625772052,499,香草追击 A sweet partner,499,18026
3693_154379,0.6553923566372772,3693,在这得说猫语,3693,154379
2451_91489,0.654790777328529,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王),2451,91489
2896_127444,0.6534873243645583,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,127444
1115_33933,0.6530851283770328,1115,魔法少女小圆,1115,33933
1683_72396,0.652074572320397,1683,安达与岛村,1683,72396
3542_157192,0.6515681758236399,3542,CARNEADES,3542,157192
806_21516,0.6508265197516447,806,红线 绊之记忆,806,21516
3964_164338,0.6506107492555187,3964,双星·飓风·离乡人,3964,164338
894_24103,0.6506052980448302,894,紫色的Qualia,894,24103
3964_164352,0.6500714165619258,3964,双星·飓风·离乡人,3964,164352
2131_77090,0.6499745027799664,2131,为了拯救世界的那一天─Qualidea Code─(为了终有一天能拯救世界),2131,77090
1729_68779,0.6497853571433528,1729,IDOLISING偶像擂台！,1729,68779
2451_164214,0.6490083960314784,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王),2451,164214
2468_114701,0.6485926144847446,2468,里世界远足(里世界郊游),2468,114701
2756_135147,0.6483463107527778,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,135147
2468_114697,0.6475991728805346,2468,里世界远足(里世界郊游),2468,114697
3800_158285,0.6473658289494237,3800,魔女们的选择 两位魔女的英雄史诗,3800,158285
2651_102068,0.6467396519621457,2651,处刑少女的生存之道,2651,102068
3542_159751,0.6434814900739877,3542,CARNEADES,3542,159751
2468_98528,0.6432387069159667,2468,里世界远足(里世界郊游),2468,98528
3817_158891,0.6420436707980183,3817,末日尽头的少女背包之旅,3817,158891
3639_152497,0.6415225868772796,3639,不动火轮一动不动,3639,152497
3716_155281,0.6401090966668556,3716,初恋Signal,3716,155281
2451_94926,0.6372300083002687,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王),2451,94926
2756_145929,0.6368511575539126,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,145929
2997_122164,0.6360236890748416,2997,人类的时代结束了，但肚子还是会饿吗？,2997,122164
3078_126726,0.6350101067682534,3078,武士道系列,3078,126726
2468_92542,0.6349165200639333,2468,里世界远足(里世界郊游),2468,92542
349_12158,0.6348465341545999,349,BLACK SHEEP 圣夜迷途的黑羊,349,12158
2680_103564,0.6347967566453627,2680,Everlasting,2680,103564
915_25331,0.6330381187186148,915,发明工坊 星降日记,915,25331
1414_108915,0.6325480696652251,1414,魔法少女育成计划,1414,108915
2468_160019,0.6322085647990642,2468,里世界远足(里世界郊游),2468,160019
2756_112633,0.6306547580953805,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,112633
2492_93410,0.629118548404687,2492,在世界终焉的花园,2492,93410
3251_134735,0.6288467630159421,3251,最后也是最初的偶像,3251,134735
2756_143520,0.6287354823956738,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,143520
1414_119795,0.6277606382874819,1414,魔法少女育成计划,1414,119795
2451_116164,0.6276905332921601,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王),2451,116164
2651_103266,0.6276062974943166,2651,处刑少女的生存之道,2651,103266
1729_58906,0.6272256129181365,1729,IDOLISING偶像擂台！,1729,58906
298_20499,0.6263298042168534,298,卡莲坂高中可爱广播社,298,20499
2651_129358,0.6262891179064273,2651,处刑少女的生存之道,2651,129358
2997_125114,0.6254589565638808,2997,人类的时代结束了，但肚子还是会饿吗？,2997,125114
1683_81043,0.6251639568944922,1683,安达与岛村,1683,81043
2896_117226,0.6245989626138697,2896,将放言说女生之间不可能的女孩子，在百日之内彻底攻陷的百合故事,2896,117226
2651_131330,0.6242173094251705,2651,处刑少女的生存之道,2651,131330
2651_118252,0.6237358159172468,2651,处刑少女的生存之道,2651,118252
3507_145453,0.6235679691127964,3507,沙漠蔷薇,3507,145453
1414_122209,0.6233044349506046,1414,魔法少女育成计划,1414,122209
2635_139773,0.6219569855966813,2635,我的推是坏人大小姐(我推是反派大小姐),2635,139773
1414_46255,0.6212319391363326,1414,魔法少女育成计划,1414,46255
1414_122955,0.6210063603357627,1414,魔法少女育成计划,1414,122955
3078_126855,0.6209519815494803,3078,武士道系列,3078,126855
2651_128686,0.6205940588747684,2651,处刑少女的生存之道,2651,128686
60_3450,0.6195432489273254,60,糖果子弹,60,3450
2451_137549,0.6185775562231087,2451,「凭你也想讨伐魔王？」被勇者小队逐出队伍，只好在王都自在过活(你这种家伙别想打赢魔王),2451,137549
3249_134644,0.6178679548994571,3249,弗莉达的世界 天上没有的群星,3249,134644
1683_97801,0.6177165840541092,1683,安达与岛村,1683,97801
391_14748,0.6175897084869466,391,眼镜少女 HOLIC,391,14748
1414_123397,0.6172503750683026,1414,魔法少女育成计划,1414,123397
298_10601,0.6158351128526636,298,卡莲坂高中可爱广播社,298,10601
391_14750,0.6151155105310789,391,眼镜少女 HOLIC,391,14750
3802_158308,0.6112089799565777,3802,谋杀勇者的新娘,3802,158308
1683_125053,0.6104515520989938,1683,安达与岛村,1683,125053
3210_166202,0.6086817557489268,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事),3210,166202
1414_104765,0.6081293069151815,1414,魔法少女育成计划,1414,104765
1414_108917,0.605713653141633,1414,魔法少女育成计划,1414,108917
2756_167146,0.5987283347557575,2756,转生公主与天才千金的魔法革命(转生王女与天才千金的魔法革命),2756,167146
1683_139072,0.5967064570874265,1683,安达与岛村,1683,139072
1414_104755,0.5962089016948995,1414,魔法少女育成计划,1414,104755
1683_115965,0.5959179705863269,1683,安达与岛村,1683,115965
3210_142152,0.5905409392786117,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事),3210,142152
2651_145445,0.5886482647544624,2651,处刑少女的生存之道,2651,145445
3406_140173,0.5880389495081987,3406,反派千金沦为庶民,3406,140173
298_10595,0.5872494406559284,298,卡莲坂高中可爱广播社,298,10595
1414_72715,0.5751055655732376,1414,魔法少女育成计划,1414,72715
2562_97163,0.5742392194194597,2562,大和抚子向前冲！管它以后会怎样！,2562,97163
255_134554,0.5688674107244405,255,圣母在上(玛莉亚的凝望),255,134554
1414_71258,0.5651963131693247,1414,魔法少女育成计划,1414,71258
3961_164825,0.5518711640895898,3961,异界扫灭的战斗女仆,3961,164825
1683_81033,0.5313412351969841,1683,安达与岛村,1683,81033
3716_155275,0.5254656719496915,3716,初恋Signal,3716,155275
1833_63846,0.5115528344101,1833,生存意义空想,1833,63846
3780_157613,0.5043797512982795,3780,请待在有光的地方,3780,157613
3210_161286,0.486608823434981,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事),3210,161286
3210_132833,0.485449201444687,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事),3210,132833
1643_55576,0.4747257130259483,1643,傀儡师神乐,1643,55576
2812_111584,0.4671189502070622,2812,将这股温度称为你(我会将这份温暖称为你),2812,111584
2661_102547,0.463245665447619,2661,相隔101米的爱恋,2661,102547
2431_90434,0.4578162325198085,2431,她与我的末日旅行,2431,90434
3986_165240,0.4460612430947511,3986,谁才是我的百合呢！？,3986,165240
3759_157046,0.4419249554495709,3759,只要活着,3759,157046
3210_137424,0.4294276431059832,3210,被夹在百合之间的我，顺势劈腿了(关于被百合夹在中间的我，顺势脚踏两只船这件事),3210,137424
255_9668,0.4020292539449529,255,圣母在上(玛莉亚的凝望),255,9668
255_48951,0.3797665737057012,255,圣母在上(玛莉亚的凝望),255,48951
3703_154789,0.3788127612627716,3703,蜘蛛与制服,3703,154789
301_10871,0.3764419781590018,301,简单易懂的现代魔法,301,10871
255_29646,0.3738237491784771,255,圣母在上(玛莉亚的凝望),255,29646
255_39740,0.3614919215015488,255,圣母在上(玛莉亚的凝望),255,39740
657_19396,0.356942146227199,657,舞-HiME★DESTINY 龙之巫女,657,19396
255_63937,0.3566245097981043,255,圣母在上(玛莉亚的凝望),255,63937
301_10884,0.3558372149197017,301,简单易懂的现代魔法,301,10884
255_63938,0.3541769657261805,255,圣母在上(玛莉亚的凝望),255,63938
301_17145,0.3372093903014065,301,简单易懂的现代魔法,301,17145
255_46532,0.3283791896695926,255,圣母在上(玛莉亚的凝望),255,46532
3759_157035,0.3229626791007603,3759,只要活着,3759,157035
255_19142,0.3218548818719299,255,圣母在上(玛莉亚的凝望),255,19142
255_9641,0.3194808435560027,255,圣母在上(玛莉亚的凝望),255,9641
3413_140732,0.3190105017272071,3413,十岁的最强魔导师,3413,140732
2828_112677,0.2957557127018147,2828,降樱的小镇,2828,112677
255_9697,0.2854684022649262,255,圣母在上(玛莉亚的凝望),255,9697
255_9660,0.2677653582964088,255,圣母在上(玛莉亚的凝望),255,9660
3862_160792,0.2602872043970853,3862,少女所不期望的英雄史诗,3862,160792
4043_167174,0.2562201723016044,4043,雨之塔,4043,167174
3332_137255,0.2481670036967936,3332,我们没有故事,3332,137255
255_9671,0.2453886971146708,255,圣母在上(玛莉亚的凝望),255,9671
255_25499,0.2388206085372649,255,圣母在上(玛莉亚的凝望),255,25499
2828_114310,0.2353176716602052,2828,降樱的小镇,2828,114310
2496_93457,0.2345141120010825,2496,幸会，食人鬼。,2496,93457
3250_134718,0.2324770842561883,3250,百年文通,3250,134718
2152_112766,0.2291300591379076,2152,熊熊勇闯异世界,2152,112766
3386_139167,0.2283390116939067,3386,猎猫一族之长,3386,139167
208_8558,0.2213400982632425,208,幽灵恋人,208,8558
255_25950,0.2203445738483974,255,圣母在上(玛莉亚的凝望),255,25950
2367_133856,0.2187540291414056,2367,DATE A BULLET赤黑新章,2367,133856
255_37585,0.2176440250794,255,圣母在上(玛莉亚的凝望),255,37585
2367_128760,0.2071578276394396,2367,DATE A BULLET赤黑新章,2367,128760
2235_90022,0.2048874071414259,2235,四季之后4 cours after,2235,90022
3894_162181,0.2048286383908092,3894,两个人是光之美少女,3894,162181
1642_55559,0.2022275191008465,1642,天空的莉莉娅,1642,55559
3611_155043,0.2008467931408988,3611,我的初恋太过羞耻无法对人诉说,3611,155043
3332_138097,0.1970661826977794,3332,我们没有故事,3332,138097
3667_153600,0.1952480173529083,3667,四人制姐妹百合物帐,3667,153600
255_9707,0.1910780210590401,255,圣母在上(玛莉亚的凝望),255,9707
2235_81534,0.1884993716170593,2235,四季之后4 cours after,2235,81534
255_35187,0.1863815788762391,255,圣母在上(玛莉亚的凝望),255,35187
255_19141,0.184017299441851,255,圣母在上(玛莉亚的凝望),255,19141
3332_163098,0.1832625068540461,3332,我们没有故事,3332,163098
3611_163958,0.1816278345409219,3611,我的初恋太过羞耻无法对人诉说,3611,163958
2367_93911,0.1809193487072608,2367,DATE A BULLET赤黑新章,2367,93911
301_10869,0.1806387067988841,301,简单易懂的现代魔法,301,10869
301_18174,0.1762667844498313,301,简单易懂的现代魔法,301,18174
255_28845,0.1741697799652528,255,圣母在上(玛莉亚的凝望),255,28845
208_8571,0.1731499817107774,208,幽灵恋人,208,8571
255_9698,0.1730098126542253,255,圣母在上(玛莉亚的凝望),255,9698
255_9691,0.1717879096897439,255,圣母在上(玛莉亚的凝望),255,9691
255_25495,0.1714196631380089,255,圣母在上(玛莉亚的凝望),255,25495
255_9687,0.1712689525719768,255,圣母在上(玛莉亚的凝望),255,9687
301_29966,0.1701116802781578,301,简单易懂的现代魔法,301,29966
208_8577,0.1610420629059211,208,幽灵恋人,208,8577
3785_157738,0.1558262498896008,3785,想成为勇者的少女，与注定成为勇者的她(想要成为勇者的少女，与理应成为勇者的她),3785,157738
255_9682,0.14670076230672,255,圣母在上(玛莉亚的凝望),255,9682
255_33415,0.1430684407781186,255,圣母在上(玛莉亚的凝望),255,33415
255_44280,0.14072707990207,255,圣母在上(玛莉亚的凝望),255,44280
255_50050,0.1379568715062654,255,圣母在上(玛莉亚的凝望),255,50050
583_18786,0.136527940849543,583,菩提树庄的暗狩姬,583,18786
1868_132065,0.1351409443774687,1868,脑浆炸裂girl,1868,132065
3332_159293,0.1344049589798247,3332,我们没有故事,3332,159293
3332_141320,0.1334516781059632,3332,我们没有故事,3332,141320
2306_98863,0.1307753370202829,2306,Re:Stage！,2306,98863
3962_164246,0.1286889932736043,3962,转生千金卡特娜在异世界追寻梦想成为刀匠！,3962,164246
3611_150752,0.1285859134273279,3611,我的初恋太过羞耻无法对人诉说,3611,150752
3269_135382,0.1275993663833996,3269,所有偶像皆不老的世界,3269,135382
2367_117201,0.1229062085887258,2367,DATE A BULLET赤黑新章,2367,117201
4026_166703,0.1228400559463196,4026,花物语,4026,166703
3432_141806,0.1220480810154865,3432,祈祷之国的莉莉艾儿,3432,141806
1677_56910,0.1163307827410337,1677,少女与战车,1677,56910
255_9675,0.1157081199617753,255,圣母在上(玛莉亚的凝望),255,9675
2689_104058,0.1114858818422331,2689,冰川双子的生活,2689,104058
1751_59858,0.1076229075861376,1751,樱神乐,1751,59858
2685_103754,0.104268416112895,2685,明日的世界将会星光灿烂(明日的世界星光闪耀),2685,103754
3412_140718,0.1041418536452554,3412,少女同志，向敌人开枪吧,3412,140718
255_30182,0.1031993991550621,255,圣母在上(玛莉亚的凝望),255,30182
1677_56909,0.1012955763656842,1677,少女与战车,1677,56909
3547_149476,0.1006754647090654,3547,NO推理、NO侦探？,3547,149476
3735_157496,0.1004638986141773,3735,少女星间漂流记,3735,157496
2685_151310,0.0997575360098784,2685,明日的世界将会星光灿烂(明日的世界星光闪耀),2685,151310
2367_90830,0.0992706865079299,2367,DATE A BULLET赤黑新章,2367,90830
2367_87736,0.0967831411507842,2367,DATE A BULLET赤黑新章,2367,87736
2300_84761,0.0947205160419761,2300,虹色异星人,2300,84761
2367_87720,0.0943747075893348,2367,DATE A BULLET赤黑新章,2367,87720
2895_117002,0.0935745815809014,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,117002
1966_75787,0.0921942811589684,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA),1966,75787
1215_69536,0.091289453463406,1215,学生会侦探桐香,1215,69536
2895_118770,0.0876366073414844,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,118770
255_17548,0.0873494772599391,255,圣母在上(玛莉亚的凝望),255,17548
255_20343,0.0873260664504489,255,圣母在上(玛莉亚的凝望),255,20343
1966_77579,0.087136258538395,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA),1966,77579
3137_146794,0.0868609500239477,3137,身为VTuber的我因为忘记关台而成了传说,3137,146794
3735_163651,0.0861103212067443,3735,少女星间漂流记,3735,163651
3432_144006,0.082765009817357,3432,祈祷之国的莉莉艾儿,3432,144006
1966_69040,0.081975544776528,1966,绯弹的亚莉亚AA(绯弹的亚里亚AA),1966,69040
3295_136200,0.0813057520238652,3295,结城友奈是勇者 勇者史外典,3295,136200
2895_155026,0.0784229240627701,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,155026
1868_65575,0.0775206036827328,1868,脑浆炸裂girl,1868,65575
2685_112425,0.0769277076080225,2685,明日的世界将会星光灿烂(明日的世界星光闪耀),2685,112425
2895_153172,0.0769100141320827,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,153172
2367_97745,0.076503656372991,2367,DATE A BULLET赤黑新章,2367,97745
1215_45500,0.0758735255618429,1215,学生会侦探桐香,1215,45500
2255_108413,0.0750557541951862,2255,魔女之旅,2255,108413
3863_160807,0.0742280134230045,3863,魔女之旅 学园物语,3863,160807
1845_66108,0.0741556127827812,1845,合奏女孩！,1845,66108
401_27844,0.0739361899081503,401,德鲁伊来啰!,401,27844
343_12044,0.0739002132203431,343,静流姐系列,343,12044
2895_150951,0.0737381949139535,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,150951
3754_156707,0.0736074317015817,3754,深夜重拳(深夜PUNCH 动画投稿者是吸血鬼！？),3754,156707
2768_109073,0.0731207665546984,2768,转生前是男的所以逆后宫容我拒绝,2768,109073
3525_146329,0.0729343473065796,3525,Lovelive! 虹咲学园偶像同好会 红莲的剑姬~Flamesword Princess~,3525,146329
3295_136188,0.0726985096780941,3295,结城友奈是勇者 勇者史外典,3295,136188
3375_138681,0.0720509059716414,3375,强袭魔女Memorial Episode 在一起哦,3375,138681
3590_149859,0.072014346483684,3590,Stellar step,3590,149859
1868_132354,0.0715068812050756,1868,脑浆炸裂girl,1868,132354
2895_116710,0.0712608161748879,2895,声优广播的幕前幕后(声优广播的台前幕后),2895,116710
